Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
32.44488243667265,89.05822858966445,83.5540454226006,63.190206415899986,11.749458416895578
21.05506963720206,0.6226099332164967,86.00061735696869,59.001962329889004,71.62772553027996
-2.1810104951166176,97.56919583588811,75.37655568109788,19.538617454743193,24.19103518413367
22.954537166115944,27.29216087615025,45.6089316905587,33.370349856903886,31.901532872807802
62.4380423693053,15.68491541107635,36.822177469540634,37.324208430677466,46.63336798899586
72.22938797658955,27.27509502708456,50.685633656928275,55.565514491499464,5.5803961671533795
69.75588744567548,26.6608087226937,2.138361208293442,100.17772596142605,98.07399485467329
85.28389964075666,31.706600307476627,12.534193397004183,74.36917626982014,36.143985539777375
13.82550637340567,44.25488612336082,1.3526552643845386,90.93641098792111,21.34275392443294
63.635983350983274,24.86788353338779,49.33704229445463,56.97435973498967,22.37998251678829
93.49625839133607,83.48834335452958,96.54812316606916,95.93298586518287,51.82149743871217
93.5880524424282,11.599709371627158,11.86492792245686,15.38684440327236,29.668501635458803
41.31509307591115,31.305252003151054,83.32907389718595,41.91155899542986,37.071910373172166
49.276355873173564,14.615079817986118,84.34024392790116,0.10639015763876003,103.4779234381302
84.90388759822471,25.649059033962416,2.5252137039472995,88.473711205083,72.2942651237652
66.96244143730954,74.77850924139751,6.254156687336639,35.558796172185815,11.16287204908629
84.78821614115485,63.314608540584345,39.85886585386568,7.3193413437171095,33.92745633977793
22.645685484826508,73.52751516521641,68.6465037564936,94.33209956347163,52.37445360867946
13.324776667027775,73.18718726545792,73.05125931838872,59.9303022999766,74.09344581026036
52.443583613516836,52.460091182347035,42.82133897078281,7.0475010983928765,13.314573945171126
4.414606947240935,61.401270535088386,38.64600766463691,52.35540474545264,94.11989036429316
25.29348491410417,37.91649694075275,77.15236824175916,20.19887016095347,9.667991116536802
14.281289531304491,14.318465941426485,92.905196126552,76.51711026505859,64.97739547867519
85.24605212120039,80.3406145552879,16.17514032033285,93.62949931548239,56.3910974594006
82.08459232271579,89.88808874899308,43.18819191706443,10.29684845318948,19.657527577248562
37.43200500265358,85.8755746001389,93.41354301144895,-3.1210390651211712,49.79269520293243
40.12366441370263,21.65234532606907,4.031562141597063,37.39178501316935,99.64706905801974
23.74979793435424,59.78977000574139,77.58081730313435,22.54863215677829,87.39827626668543
95.64654519131673,31.100411451683875,51.02881898199448,30.184060632418994,31.06552871704663
0.052270793761004075,66.7045521081163,49.80162741589778,-2.2007509591201764,24.284996849908055
92.48712745787512,22.652631985202948,12.719798693727347,49.8584733485193,100.17885540311067
18.668811943083778,72.71926731658793,75.57191363138521,25.65234288968099,73.25985351465214
34.932787924125265,67.3329797801532,63.71823250713288,53.90739760163906,-2.1701446786119067
87.22003350220768,31.310605034025038,22.04904683912809,11.479840144291952,62.794443891012016
68.00011715317065,0.3698608748770609,62.57506019512654,24.824811431932723,65.46061443763381
16.613413444134533,65.05926837087839,29.895443881438638,100.51829218207176,10.244870613729526
33.250215117201215,10.870088980769296,98.91834751531113,84.28562176340338,26.952232152740375
68.30313963150175,75.49218385052735,48.86699234429879,49.74746989222942,25.281743901380963
9.834482594742667,89.18570426053182,92.9775427143429,59.45456547490421,33.135527475907864
34.410016275909676,68.86152360716348,100.06865327601919,78.98667147714394,83.57061833071758
67.80348957262044,12.051290721353784,16.59418981597827,95.85652243295807,58.62528777902547
2.68568152339076,10.476556201332444,65.30477783862553,1.054492411706375,11.811389244455604
51.88523223605371,76.30093165955134,78.16331608827925,24.76672992924555,74.96893333866917
24.859050433039734,34.58771533127343,77.09620387147294,69.62271785364689,91.8386152283419
61.781425606449936,69.55595369110556,9.98968710696635,37.3952626038578,24.66214472761847
22.558095243629776,100.07472454202674,42.17697749381389,91.74816203827362,61.0671021155715
67.32580567020207,42.18380811460828,57.750183794960506,50.76323540072755,17.635667777919068
69.127151491478,29.4123556850896,1.9472558473664319,62.403012538593224,10.441291604664228
90.24815274613414,99.58952372585811,87.15459138514643,40.002315161520244,7.784480095580294
89.27207627717073,40.81747255599734,101.10855677806924,101.90974058530523,82.39936969900594
22.14891390959155,44.15671671233554,87.74102624720607,33.495034282055684,21.06943933140698
50.34713753713212,95.37587307618465,68.31928030252836,59.71851819748221,13.31332203430339
65.89521256354651,101.69890940123632,15.136476215367574,53.11169680451183,89.3877464753935
71.26748544454182,68.03434023381043,72.05892329107886,38.876275057964946,26.429716543777236
76.09127162873999,73.47249357501737,81.0312230383422,88.89604712112006,49.12447134202412
48.8788639685865,74.40693504296722,56.83995246870733,70.76622294395224,80.15062480128158
91.79654501949399,37.46718676502169,39.323906586770974,9.914198343965143,61.77004137652638
10.002492842441717,43.51475878639858,57.73063649231078,25.845330120740588,60.06898090766109
7.8629536460926905,2.5033140782136876,77.97571018114199,33.95261019056762,8.417334301997219
47.39036843857274,82.4289356009979,23.977771506698655,59.05105586501688,4.104984477342849
1.0488417816774547,49.89669273213735,59.25047411543864,63.247585268272076,82.2013980795644
97.40638151011618,49.03963314788604,36.47060879828182,72.00297874192647,27.931242722026
38.44235831738648,-1.9739469107630807,2.0056596279685612,100.02133459883761,84.56067890281058
70.01922978766048,29.200779172669296,16.63209573937761,14.990355299534492,27.819967845589847
50.16107473687204,75.19304304330504,63.72753811803599,26.64654064654943,97.86225572499383
68.43727626840004,59.14433397913367,55.076187885331684,44.908295959772886,23.713479096368676
34.905303807482255,61.99148657055974,-1.21906384811559,10.661264453843462,11.56907339762597
3.9112415114136745,82.60770140209715,74.11724786292422,45.14414568483901,14.428372217919794
50.337659764687615,43.299172057250665,21.54058191654636,46.089827898507565,43.88115684485836
60.76548676642194,66.21445519874331,13.17259873428727,38.23256644546056,60.79209991590453
57.26144412476485,88.65097458251364,63.842172333989524,24.101512409289132,1.641498288206889
66.62316891350423,7.810330027938759,63.40041050467849,89.97316314311395,51.96489615907437
39.84977112088491,67.50018910306484,40.97447250577444,55.91970162154442,87.5877918338365
43.38406318271904,93.54828482225584,89.79694347271193,23.468540400553792,10.4065453437807
12.210557933758162,6.454852652830075,11.285005772114902,74.81457485968085,-0.5796636021620012
31.629512704038426,84.02823484138389,1.3418253046272022,83.68527784568407,29.148459485715243
15.52817350233849,64.34628763138862,73.20923705963861,85.9878268553246,74.79750801378165
79.42000595742512,28.568257186859285,15.336857121784815,75.98758872612179,83.29390924554151
88.24271133740356,39.78330262538189,35.55220076759714,88.08610437229657,37.950674335755046
99.8260008460903,88.35279658733654,43.27001239723562,76.72581482523908,80.50767217859435
18.18791919509634,91.61452095578075,47.72204594331031,86.80633109563018,28.1656775775431
91.30911386917059,41.98607960411702,0.5974231290950061,86.46650590975781,7.0831873858530585
30.50747051304398,90.26503038883877,93.32328199308519,50.8099504221769,65.84379695577864
46.344585437952155,30.516719686743887,31.129915252083926,66.11762501552477,71.50719862485194
81.43117262820292,72.85153410327416,9.497549353347125,46.59039186975943,13.663772722309595
57.3234098422866,44.15104573288156,83.79331387276711,28.95566518066725,13.937802814368071
22.393747146521324,77.99135343864542,62.61061368126758,10.966128035950012,8.874264461603682
71.01193445108792,4.193084804616159,77.80495353980989,71.11577227211188,14.855257778568513
11.980409258705599,93.11355437589248,36.27872789700976,40.344699011674756,88.10586852694831
102.78565127996471,97.65188321383428,79.04685782875929,38.74768117087996,7.811296719829882
77.99525166513732,56.17623872262854,47.71043781321774,84.3153254218698,13.226405968737497
56.189891249233156,7.578408339133491,49.42644469835667,2.2236007260702846,15.377293960985458
17.714855181533352,62.6028985017774,76.2137364165061,57.41316185248859,93.45431247626298
36.06879315557608,29.149596233787562,82.7278506672267,17.490088558074298,92.31902672187982
2.6910008405120136,90.39172456372324,-5.6604167066869895,95.29057857625095,48.21061443415458
98.42343856186562,11.529956778199825,48.91326100355796,90.45276566193704,49.46316031911172
67.26573484664006,69.47745961700129,45.417763929724785,61.42640427474634,60.96103761444881
96.5591102908907,17.972748312617625,27.429933614496484,101.90791380082048,93.52307001781432
46.76714987646475,52.06828881689565,26.03762606224323,17.28993130587284,47.98444421109831
34.446622312437114,55.83121602220832,16.908508448294235,103.32627811072987,89.51836848199898
68.55127818514117,56.44878947158972,36.94184184618635,79.48960655925599,67.50395031923821
16.688224051588918,94.07103206516092,75.3438083029236,85.91079102232321,78.2174272816373
56.88618317899387,51.37627161292498,89.38677162241135,85.7740790734707,6.180565995468104
-6.957108384781366,50.53609738354427,79.2778472818393,94.95430960838823,9.793035362624236
61.0409621971944,39.39793030586076,91.89460574281136,78.03815499640598,88.58152369961469
43.91863257419949,33.737377016015294,26.67505926817201,3.8297815290444763,95.24737227765657
78.94026939182838,98.58475021036664,100.65123654068793,52.9742622696266,78.88304728705815
89.90064909421629,83.88783159349954,26.56547278989553,50.17378185574817,10.278099287919218
92.71353237251785,67.55300556952857,20.381089239522428,66.91473174603978,69.52021149686249
36.11982997136664,10.240859881740313,66.37809940984124,48.69873608025495,79.26036406916563
47.85824871555136,88.72143983538234,55.25915368088721,57.15342888865116,95.44901665822552
33.827430885777474,13.511421807629086,5.749635332609585,72.74067411114937,66.31097836177146
67.95688887936733,22.608719942113904,13.081422870605342,2.18249951714325,35.39152516563634
58.847923076501345,37.09380271072436,40.75632065137408,91.83780569767775,35.06272430526035
48.284508326478786,79.91053000617683,37.572788201007896,69.20815000619258,97.43768228054671
101.20277317888514,20.707308499843037,96.3225157244388,48.267387325781385,17.27866710851481
41.30104903045552,94.95792989340428,54.6966264371371,34.02775477351765,60.37222989169457
15.711223343612678,18.017993988981086,15.287883192898308,16.892878146205298,12.77979677127291
13.258962046958459,62.54007993369176,18.477523765241212,42.87277056331688,84.25957596294867
47.210475327448044,68.37970924273301,16.706309391900685,23.707863699111822,-3.7235382746181553
25.37046700296091,21.691697475057218,12.61556391522846,6.847714108357994,9.149450300807498
47.98814235747273,22.0224850676534,36.93799258319511,43.96125935450464,68.41194695142407
4.020010514104896,85.48627467343027,63.68753492307916,9.897861637066123,96.18908922914807
86.86675989897019,4.361311635196417,22.576440399582268,87.8494652723247,82.36276551078494
25.330469023742754,23.398219568209623,38.75946796711055,46.39111194004949,65.28792671789738
31.12520872323948,40.47196102086171,72.85766812393415,12.159824818038082,22.933145504228754
69.63225418800965,90.81565852498919,55.21150299814949,58.845441852981416,5.675508120813174
44.30619986650054,54.2720374820342,25.708495257688515,30.82039414394478,41.41879426169792
2.121845056416268,37.393622862813174,25.50433335359631,36.7474538767222,9.596574802690277
92.26076805033854,64.77529989191642,65.59790823430995,79.50913919434521,56.885577750446316
10.476235415981058,53.31532053541929,65.26132816151589,72.42670145351178,35.53338919339802
9.251775467945812,33.48963288233276,38.65135113086461,64.89822585142913,61.852913304043476
36.36053633310894,97.65100401135129,64.33552407793651,22.003565830216637,12.384355021511894
11.709619822576066,19.850307889648715,12.172363834725957,18.539411442540626,25.5937312903165
14.547922067951626,88.98605522806704,7.698382594446608,45.47140872920523,29.68877815414065
100.03771855738839,11.83038551562909,33.619502549667565,98.91029565821155,88.50574711247994
80.34725101187387,34.60743110899581,22.800211205602956,65.06850116596918,91.22570411882894
49.11582629469865,62.67253531765073,29.10859960421785,80.65306771790029,9.101593228134654
35.86680262294799,40.25023353522386,53.39040732616919,26.586482455077412,11.390774882484507
57.923992225869426,30.657932571933234,54.36222121922587,20.163854079007145,44.86658799080204
53.36128900408545,1.826285967496529,34.37474131762132,8.798544896373585,2.6963490247450057
109.3214060278306,36.034362254693924,82.64996700908459,27.77759182058713,69.52565517114873
75.62277184465741,62.96911488684129,43.43618772253483,48.36400033685255,35.42833415858973
96.56058813491923,90.14216236924787,98.71312468278161,8.78252515499657,78.57469638155712
101.46690343101479,9.3639568833271,6.191193857687758,75.4235371174251,56.25906414103233
78.57613776369527,10.003496661578264,71.20567246226649,24.46072106837013,22.546600330955073
22.54490702048082,81.32440686350178,67.7433481525579,57.12119687315095,34.83506141784815
83.44828660030346,36.67628491630183,82.4499093621208,40.702117806863434,39.82427900556207
40.17001274959431,29.04584796530537,76.58591153845833,50.86834164772189,19.913222707253155
93.26517213415391,39.57032376342978,44.95480161445467,92.69614070733896,60.52391071846147
9.32746223215743,90.2485470746588,58.25718192893177,34.42018598837696,16.384324928580924
80.0917944837581,66.27981628295534,55.962429891196564,80.35792901237538,74.7353814959243
20.51537446988543,25.459980715882534,12.541287945875121,82.63615439705332,4.6879998609745375
53.91521288537108,72.42807259463612,90.50889138886716,36.359165333850626,83.5981409969678
10.213800804641105,78.88260534789521,12.587024599271784,44.52188169081987,77.2907571130539
17.69655225746187,21.10429885746678,75.83085547161444,67.59389531902416,64.1763575851022
71.4489763802329,51.23291700708512,26.811666121941656,34.43661656203589,17.96107124607451
87.79516409455763,62.82722100392613,35.83205973968192,47.45952169728154,90.90689788320957
15.037370596057338,61.51586562982241,49.28903700405928,47.302540983458556,-4.240113522086679
77.50140026869136,93.51742373780729,56.490762923180334,68.08727397863917,89.4308843707745
71.71895684022128,8.740968248168887,61.931088675832925,61.009544737764784,38.16148823803905
71.76153592746019,92.84569995152576,86.34330851840961,48.1028881073691,15.668423314142299
99.0124818770443,88.12227605347917,24.39130671266963,83.63141825518497,87.22321458738726
45.83977621251959,66.15077046445916,41.00866142846114,2.334735125972034,32.34811571063645
86.29869380712516,2.498483379022666,35.95505750809255,46.51322664324257,58.0342322545987
97.04359569369095,34.06608831485146,24.55283981920612,74.21616038708167,42.231732098466956
26.009114428082047,37.277518456572345,17.812760833782555,18.487132488705036,51.42886768628081
44.67697082432398,91.35650066331927,34.7409400873199,63.16623249629772,65.89564684069396
4.409228071603038,65.98237640245445,18.296484214456722,96.0474507161876,7.017562613876732
35.247349661033454,7.980641606957014,91.23901514777884,49.723876326567165,55.51433342745506
6.36575246509459,75.76106323236318,12.628576205970091,91.26827409586633,18.49101793602511
8.61614662997056,1.5810050191105218,48.91521845466288,54.658549377385555,4.470932235937811
78.24515711309343,43.17229075409742,51.23684232670064,38.107200390965005,37.74402677768815
64.44239006198549,16.32689371474287,19.40387233445545,83.2865342526045,92.8354540415045
36.302749372771494,31.008357753053875,69.7947706451065,38.82884039971536,2.4332517259728546
14.557610042663285,75.02785967369482,68.0010344162655,2.304808507877247,26.740623684886287
25.43899078075683,63.71921295408584,2.008008571614271,9.616518101231753,75.54617466062822
16.840572641636218,70.40050468876741,28.745383539355608,14.053762862850965,27.823366226823385
73.16261794544737,82.86351475558821,85.55889457313236,32.30988167899892,63.7850447285606
25.46983325927743,27.10034002143423,92.5134742748712,-0.33357301394604244,11.02660721991154
13.858210319244066,8.37631531915672,13.121744770548695,52.175894094391495,47.62372989567554
89.25448516427953,80.36624247433409,41.23614230860633,29.232210730473206,35.94648672284586
58.424758912586725,31.63896514040713,58.078799650423804,47.43671852651976,53.20960158456748
39.69095006903413,34.33768572616351,98.15105617840494,68.36590865167547,13.530604839029557
81.87340422151958,52.335642793619485,97.19348373976584,82.40526103255424,39.1028459459953
6.251664689885208,26.641138659901774,53.831389641099975,61.16399578927908,26.259849806009964
13.616220065239279,72.67413537264092,98.5566132080356,51.949741152836665,18.72861380843701
18.20043789718263,4.143079998775742,91.55861319789089,14.00321790906394,50.32057555714733
21.84928405623016,46.98035970155476,65.80046726780553,81.42136598150708,19.994145507561765
-5.166448290933509,8.244318962160001,78.76945078176124,81.33404303499789,56.81614740837647
57.35912070775496,66.19935563235389,20.964462786802113,88.34078397686737,44.07660336864882
41.816027383434246,57.066941780031826,6.9006346800929075,16.958131445050434,68.94319418015817
9.506160741239622,58.62191392696209,30.729105838703344,39.34027119917047,28.14951353421194
41.93894919524508,69.73390143357354,29.697788550487207,65.68272887577974,48.80309993463956
71.43024010118185,100.45002944521603,70.77382501029678,25.58352442148408,1.6209439347686359
35.406130038549215,66.00409075396188,8.487397091984164,54.337314325034505,56.55412538757036
41.153353640318755,73.02150502095297,12.491473252948781,4.3009575865233085,76.690619961789
57.40196406658332,70.8721829713684,44.90060065821568,24.12892252389173,82.36231122330008
78.4307658133234,76.81971762669883,30.787392987709786,57.45972978792478,36.369167339058805
22.27971394534376,92.95604845709602,20.22014385215622,92.42922187415158,46.73176314733293
15.70304375813706,51.781197420801156,90.86642281846628,69.1923196851642,75.29194579013529
68.96185952981475,67.0308099958084,83.65956276694243,16.861781298668543,43.23065927552446
23.11399677365334,97.71570329209196,98.49722397586278,-0.10606589090452712,69.81023909889878
92.73401489443339,17.138956731389754,59.48331042134954,86.66283700278501,5.69993053050171
74.8680051950301,26.029900686123366,94.2426300887469,98.71402333166458,97.0761899263119
47.4281317975492,92.5865806248361,93.9512335397789,34.72292682916957,84.30415213894851
3.7627699980753,53.716062691620905,16.577522185714713,6.8638442865363585,8.891146679779464
68.7615932411086,40.85952064921938,61.2033361992013,6.718907074853652,33.47928648195923
57.988705780839084,79.71727176122145,33.51682900149458,63.38128115792644,90.57666012083149
61.49954977434542,32.818750886257504,5.040378533307259,87.89814001304663,-1.1946191124216945
85.9298502859826,59.68925497779291,82.72437838319011,80.13391895328745,99.68125809998679
37.32156322272788,77.91229825270419,47.01424110966007,48.42948968594664,62.46205929189229
91.65076982072179,105.30608705634751,79.9181526350576,46.328625097000455,41.15738118232815
74.32255178651525,30.56350890802861,13.417612884301494,34.37308132314499,28.87037666195136
34.29799285196948,28.428796651449662,0.4197288263472063,3.419054211052299,98.73694618211326
42.48240205711954,44.419050492906386,66.89580663978433,19.235291821768367,91.32865752536422
77.84904025112981,5.632492021724253,37.8665596470671,83.90696519071454,90.73576006066043
43.31640537440894,63.13687616853421,7.883473257475401,95.9589729977718,22.716585555232292
99.4419882043142,63.85799322339223,60.08372433241388,50.87309093374932,14.860386729776101
20.61872215471302,24.827017972968722,22.309058931215482,89.23476359530264,29.16917870323057
-0.9118523343858946,100.08666592977659,86.85988754100696,88.33990117860506,98.21925115944917
14.606978609035986,47.38569869535312,86.00200293851398,62.24203599433363,8.74512097428564
78.1661564782182,19.341180996110516,18.893089472119424,52.82338848139555,57.283236880921585
51.917364115752186,4.528046655887573,94.70461100798107,24.95148714856453,11.112653115963466
82.03284083067409,93.4806745501066,90.5368226595992,83.63158912560013,69.17414490478318
49.66955021857044,3.2103964158237,45.94578205685312,40.98708533063635,24.812295947862207
76.18069257687934,44.174089832735035,2.5045151056762007,14.739745008664876,69.95249331447599
8.58831638400132,82.76981706406256,46.00288595814563,58.92412645004787,58.07468899480402
