Feature1,Feature2,Feature3
-2.4849458664087365,-5.868043248463259,-0.6129444420520714
-6.397591739071606,-6.0655448806429195,8.873640064873673
-5.3409244322252984,-4.862196260507692,10.71105628390089
0.5891242852194798,-4.0616248801845565,0.671575916712333
-2.6447323414542074,-8.638882196904312,-3.095574532335881
-5.668138630429625,10.486260699828529,0.5244598731314524
-5.743327191537708,9.323420176873089,2.3960688723810115
1.1924732389951975,-7.006774019140435,8.17066639517626
1.4855221765709152,-8.54044928451996,6.131447337890288
-1.8311581285813503,-10.029319745169063,0.20149394820820055
-0.7543178857622305,-9.337173425026286,-3.7829148911486326
3.7518277597227385,-7.09670558986572,3.759713896027333
-6.332280740968813,9.106732362509192,2.9215348422392617
-5.364077411507432,10.657445684094961,0.4990166767345774
-0.4782690844186568,-7.511845593774824,-0.12416322229094412
2.6432339357227717,-4.851318783536829,6.753218932833877
-4.556187051312554,-5.166336894578884,11.693878256314445
-3.8898124946742385,-3.985554237177042,7.782693546056321
-6.492816728598877,-4.236014343786202,7.364639522219894
-5.331845050916714,-6.348480952081958,11.350838567368665
-0.9098230632257468,-9.1910082308118,-2.5277084924041993
-3.2973205649534894,9.269928051735395,-0.609815546446969
9.534978433060475,7.232940378924622,0.09080288085790711
2.9620259105866706,-8.971148416793579,7.332884626527038
10.49647752488795,9.427596967969592,0.15185002285173543
-1.7265943060645554,-11.030249102378466,-2.051794375662762
13.192428417695474,7.796635009746385,-0.3220607250487413
1.9035646285023353,-7.152210849950882,5.9044062008296585
11.211057836462624,10.219737615378852,-0.7786730231224719
1.9655221682133688,-9.438676931810038,6.776184161621151
8.881639690235259,10.756684645729571,3.7950507958729784
10.015979907799542,9.693714377665916,2.5212647267223125
-3.1190389168549766,-7.300007847257974,11.038171443302838
-5.9609132124649795,-6.717423057092414,9.209979680447113
-0.05681888332563534,-6.326322047759076,-3.7009189270308855
-6.706955428862233,-5.655999197154641,7.339194766120421
-5.329159278637569,9.231770199495834,-0.2057820623518718
-5.988323011930893,-5.533262945837558,8.878571598534684
9.062727127711101,10.75909477383975,6.042980004236416
-5.9405895219635365,-3.3126771811348705,8.922481693020298
-6.418257761769635,-4.050128939174077,8.71803869646971
2.9874609969320187,-7.8413861285984625,7.0041039655281985
0.44563958206646026,-7.370739054960655,6.66533700650693
9.804852047750911,9.594522202885775,1.7208552605664809
1.6259844905794103,-4.143065787435348,7.566663819321453
-5.355466705475187,-3.1779608373438375,10.7477176197286
-1.2816742332031075,-6.184433906887358,-0.048571905713381325
10.265710614100149,10.985282416812032,2.799593508177346
0.7201012150050905,-8.39394873981474,-1.6194662515399187
-4.915806836841085,9.997785493580169,0.7008094981134687
11.378129997241656,9.236884477113577,1.4540487957500785
-9.102630082003763,-5.084704678098777,14.534447238537581
-4.749337910266716,12.16668133552826,1.4127904632650699
9.934977647141123,9.864914973348434,-1.0726126553633266
1.0343504535546626,-9.060116438244817,-0.6181278219434823
-4.450326828921259,-4.492877618165651,11.141549740424885
-4.038650180134614,-4.836616763025014,10.66522804417199
-5.6460498129100705,-4.520991240939266,9.902607091887518
2.9378004813858536,-10.585066731622234,6.048374818383022
-4.050060799203131,-3.807108387335159,8.66229669071092
-4.506891491307287,-7.408378605215455,9.646306002646796
-4.205677262607753,10.808592968190181,2.137925526016319
-8.094919152504454,-3.5605324410605963,9.042776886170783
-3.7573457385964826,-9.548468549469435,1.1195256115661785
-7.911975569279067,-4.481238683186767,8.906711141718043
13.284902225545025,11.867957947545435,4.5198699545339425
-6.812578234333852,8.62679048876662,2.9052520805912305
-5.573867291962967,9.56432657525376,-1.473501580800427
2.120745348938608,-8.120925979439797,5.543921864024151
-2.3689606793832314,11.201382001753728,0.2759943331886774
-6.926621752533705,-4.354804142677149,9.955950696801228
-3.534984304200559,9.430740765811919,-0.5434859038901578
-3.1186175610881732,-8.42407836072364,1.7693845195798121
-1.0382230454918129,-8.033474443750222,-1.411807976931138
7.357373990271191,11.861525997540555,0.2854890418484588
-0.4776584224072997,-6.938153563542385,3.712196995876625
0.6550889186066768,-6.060477833691564,6.526204526877227
1.4985135861043273,-7.707655063855146,4.89100752042066
0.4892352737276746,-8.429181747074088,-2.7895439978485648
-6.911424445480199,-6.037027297892527,9.2094573697722
1.4726401740845876,-9.348601043406884,6.145348237091707
-4.22120909303744,10.537371282199409,1.542390589668141
0.8408046362490034,-7.434606945031271,7.4541697506986635
-4.594995847944837,11.517363536193372,1.3969950753990923
-8.728435625537202,-5.4297773420493165,10.584422214285935
-7.418700048308523,8.51400857517212,-3.135279496886638
-5.874187112696233,-3.214095427527387,8.313520117471352
10.497678668757,10.611122055036123,1.405174465784338
-0.5089973820461475,-10.845200438499496,5.747437953874927
-7.526428770375404,9.553389831912177,2.3561783074973857
-1.8310208325563238,-11.445880369528881,-2.4965211422699345
-5.4111844727571725,8.974227020715281,-0.9040823152899717
-0.8845629885889146,-9.588436399496832,-1.6856061829678435
-4.759901558616653,9.897313247029373,0.6361239422766144
9.24946775534783,11.159033153452743,0.8612630856071521
8.627812716530148,12.368189636850023,1.5802356360070038
-7.1079155608537965,-5.767106700227423,7.135434813907443
-3.1175180827231377,-10.584532870824118,0.6376021769501208
-3.768991847085727,-3.7694015254617046,12.162248085406507
-4.001981768624438,9.752339933157462,-0.41127242915563844
-0.019167476692243834,-8.65786757777818,9.567630537412748
-2.032064500899713,-8.595990438983396,-5.805892429052032
8.464472523043769,11.154114868716015,2.61811276869423
-6.814448532705803,10.600370076944122,1.0417250132249776
9.478201748812637,12.900589496418473,-1.2379969015779544
-3.192859885074295,-8.638664455629325,-2.33907413984455
-7.191896120064424,10.731139934721059,0.24910997559229764
10.533061285817253,8.308847650031568,3.8398183229238687
-5.4020895968719245,-6.619576964318681,8.191402782275311
-6.576039119332096,11.24687818619341,-1.6237647795325696
10.816447507673729,10.009874931401189,4.12765940442038
-6.777050536889112,-3.726755663970546,8.816506442479564
-3.8908606562451755,11.356253980117886,-0.48011966821695307
-1.5021453156722537,-8.52453804596873,-1.4393522584273752
10.720044446156091,8.369204828650645,2.0231645556349855
-3.917996115110427,-4.1884180739143195,7.703241032382645
9.99720963105031,10.828099369471907,-0.9188695767802288
-1.662722242526101,-6.35571212590144,6.108868191620446
-6.206941308176161,-3.3504689645918955,10.76304718447274
-2.7661808906966625,-11.964677089958355,-0.838791759746452
-8.228888855876912,-3.2788284897169726,8.755071979469847
10.368757841648916,10.761421218754437,1.7424639167661407
8.173879984705076,9.394453967396315,0.7852099702035119
3.5644623852168222,-8.349457090398797,3.3273617480783253
-5.052858213604187,-4.867301641201606,9.809279849990839
12.481662770642934,11.342998211747389,2.1847409780067633
-3.870801481642353,9.627092253292373,1.3664498507252034
1.7314269880479862,-8.086681210321052,5.04237822487273
2.6891658512606558,-6.9074365502924415,4.966765984292406
4.035043896783266,-9.261513617731664,7.68360516629748
2.8190734882678856,-9.281646894458294,5.546059510353857
-3.0907806000036415,-3.7810312645830084,9.015260471473033
-6.483342881937325,-3.7016488005208172,10.462706044117779
0.8617627483932959,-8.68446101828356,8.615849096332658
9.403437743515559,7.569440639457849,2.4057874828853256
9.031013495977986,11.443981113567327,2.0793229751959843
0.6243893665366804,-8.428593250061475,-0.7009436937155717
-5.630038189203957,-3.117748876113973,9.700968229560859
-2.560957977351401,-10.823827461080688,-2.0483641542753177
-6.108526173610502,-4.87555157770096,7.867480221317322
2.5209104904944537,-8.870876753542653,8.625929572257572
10.219420799414365,10.348509585676489,1.3547980349845363
9.824792738459767,11.47590296189216,0.46940937634626834
-4.813134449568266,10.064945998917722,-1.0498365462016812
-5.006806094004606,9.136480130710758,1.065369256820423
-1.2077347783876093,-9.863199104987338,-3.9644830178056645
-0.6935775251550299,-4.802451722044013,0.32553627354648773
-6.3416302195018,10.084439306743299,2.486370197467885
-4.8118286309342775,-5.208971276224136,12.671012175906823
3.070507762760743,-8.912057125447785,6.0922093747492525
-1.1115096618727909,-10.724408723667779,-0.34648708407466067
9.434475361512078,8.78241465808441,-0.6988843658863959
0.3459617445887484,-6.6691533663016775,8.086536883282543
10.668045204676684,9.652681873572142,1.1882305085921048
1.8033369377845747,-9.239266460916285,6.495006491235585
-1.0993171881623167,-6.663511814027036,-0.36086123173415063
-2.7230678990027095,-8.541240346369056,-0.46606719158604126
2.681023984310658,-7.854369201746619,5.138117182240585
3.338121214284022,-7.8906276090709,5.349079089193091
1.3555228051321202,-6.957717771631732,4.518017873405772
-1.8852942542093305,-8.56933510798181,-1.3961592993314418
10.232806008419375,10.157136102416747,-0.11714888007170421
